LINE_N1139552_1,N1139552,R18243
LINE_N1140516_0,N1140516,M1089176
LINE_N1140516_1,N1140516,P827501
LINE_N1140517_0,N1140517,L3157718
LINE_N1140517_1,N1140517,P901934
LINE_N1140518_0,N1140518,L2764403
LINE_N1140518_1,N1140518,P827549
LINE_N1140519_0,N1140519,196-35813
LINE_N1140519_1,N1140519,L2991914
LINE_N1140520_0,N1140520,L2729410
LINE_N1140520_1,N1140520,M1026808
LINE_N1140521_0,N1140521,L3254217
LINE_N1140521_1,N1140521,M1026807
LINE_N1140522_0,N1140522,L2822870
LINE_N1140522_1,N1140522,M1026795
LINE_N1140523_0,N1140523,L2766724
LINE_N1140523_1,N1140523,M1026784
LINE_N1140524_0,N1140524,L3197641
LINE_N1140524_1,N1140524,M1026783
LINE_N1140525_0,N1140525,221-559682
LINE_N1140525_1,N1140525,L3645809
LINE_N1140526_0,N1140526,221-559681
LINE_N1140526_1,N1140526,M3763620
LINE_N1140527_0,N1140527,L3342743
LINE_N1140527_1,N1140527,P827511
LINE_N1140528_0,N1140528,L3649297
LINE_N1140528_1,N1140528,P1123251
LINE_N1140817_0,N1140817,L3235258
LINE_N1140817_1,N1140817,M1026744
LINE_N1140818_0,N1140818,L2973167
LINE_N1140818_1,N1140818,M1026695
LINE_N1140819_0,N1140819,L2973167
LINE_N1140819_1,N1140819,M1026700
LINE_N1140820_0,N1140820,L3189189
LINE_N1140820_1,N1140820,M1026700
LINE_N1140821_0,N1140821,L3189188
LINE_N1140821_1,N1140821,M1026700
LINE_N1140822_0,N1140822,L2935560
LINE_N1140822_1,N1140822,M1026706
LINE_N1140823_0,N1140823,L2851933
LINE_N1140823_1,N1140823,M1026700
LINE_N1140824_0,N1140824,L3226771
LINE_N1140824_1,N1140824,M3037441
LINE_N1140825_0,N1140825,L3216368
LINE_N1140825_1,N1140825,M1026706
LINE_N1140827_0,N1140827,L3216368
LINE_N1140827_1,N1140827,M1026726
LINE_N1140828_0,N1140828,M1026706
LINE_N1140828_1,N1140828,M1026708
LINE_N1140829_0,N1140829,M1026703
LINE_N1140829_1,N1140829,M1026705
LINE_N1140830_0,N1140830,L3216351
LINE_N1140830_1,N1140830,M1026690
LINE_N1140831_0,N1140831,L3141402
LINE_N1140831_1,N1140831,M1026662
LINE_N1140832_0,N1140832,L2841631
LINE_N1140832_1,N1140832,M1026662
LINE_N1141473_0,N1141473,L3216350
LINE_N1141473_1,N1141473,M1026662
LINE_N1141474_0,N1141474,L2710518
LINE_N1141474_1,N1141474,M1026655
LINE_N1141475_0,N1141475,M1009655
LINE_N1141475_1,N1141475,M1026655
LINE_N1141476_0,N1141476,L2692654
LINE_N1141476_1,N1141476,P829961
LINE_N1141477_0,N1141477,L2879794
LINE_N1141477_1,N1141477,M1142815
LINE_N1141478_0,N1141478,M1142826
LINE_N1141478_1,N1141478,P829960
LINE_N1141479_0,N1141479,L3198348
LINE_N1141479_1,N1141479,P895114
LINE_N1141480_0,N1141480,M1142863
LINE_N1141480_1,N1141480,P895113
LINE_N1142098_0,N1142098,L2936212
LINE_N1142098_1,N1142098,M1108483
LINE_N1142099_0,N1142099,L2730106
LINE_N1142099_1,N1142099,N1142100
LINE_N1142100_0,N1142100,M1108490
LINE_N1142100_1,N1142100,N1142099
LINE_N1142101_0,N1142101,L2936214
LINE_N1142101_1,N1142101,M1108489
LINE_N1142102_0,N1142102,L2804956
LINE_N1142102_1,N1142102,M1108492
LINE_N1142103_0,N1142103,L3104830
LINE_N1142103_1,N1142103,M1108493
LINE_N1142104_0,N1142104,L3104830
LINE_N1142104_1,N1142104,M1108500
LINE_N1142105_0,N1142105,L3027122
LINE_N1142105_1,N1142105,P901946
LINE_N1142106_0,N1142106,L2936213
LINE_N1142106_1,N1142106,P895082
LINE_N1142107_0,N1142107,L3101827
LINE_N1142107_1,N1142107,P829796
LINE_N1142108_0,N1142108,L2674051
LINE_N1142108_1,N1142108,M1125904
LINE_N1142109_0,N1142109,E182730
LINE_N1142109_1,N1142109,L2729429
LINE_N1142110_0,N1142110,L2673316
LINE_N1142110_1,N1142110,P895105
LINE_N1142111_0,N1142111,L2991912
LINE_N1142111_1,N1142111,P827522
LINE_N1142112_0,N1142112,M1108263
LINE_N1142112_1,N1142112,P827496
LINE_N1144663_0,N1144663,L3231255
LINE_N1144663_1,N1144663,M1089215
LINE_N1144664_0,N1144664,L3178972
LINE_N1144664_1,N1144664,M1047688
LINE_N1144665_0,N1144665,L2897777
LINE_N1144665_1,N1144665,M1047515
LINE_N1144666_0,N1144666,M1027041
LINE_N1144666_1,N1144666,M1027042
LINE_N1144667_0,N1144667,L3083019
LINE_N1144667_1,N1144667,M1027056
LINE_N1144668_0,N1144668,M1069350
LINE_N1144668_1,N1144668,M4113347
LINE_N1145954_0,N1145954,M1047303
LINE_N1145954_1,N1145954,P827580
LINE_N1145955_0,N1145955,M1026333
LINE_N1145955_1,N1145955,M1026335
LINE_N1145956_0,N1145956,L2729412
LINE_N1145956_1,N1145956,M1026347
LINE_N1147857_0,N1147857,M1009742
LINE_N1147857_1,N1147857,M1009770
LINE_N1147858_0,N1147858,L2746587
LINE_N1147858_1,N1147858,L2991933
LINE_N1147859_0,N1147859,M1026829
LINE_N1147859_1,N1147859,P827573
LINE_N1147860_0,N1147860,L3177881
LINE_N1147860_1,N1147860,M1026834
LINE_N1147861_0,N1147861,L3122818
LINE_N1147861_1,N1147861,M1026844
LINE_N1147862_0,N1147862,L2685805
LINE_N1147862_1,N1147862,M1026866
LINE_N1147863_0,N1147863,L3122817
LINE_N1147863_1,N1147863,M1026891
LINE_N1147864_0,N1147864,L2710536
LINE_N1147864_1,N1147864,M1026902
LINE_N1147865_0,N1147865,L2895489
LINE_N1147865_1,N1147865,M1027055
LINE_N1147866_0,N1147866,M1026713
LINE_N1147866_1,N1147866,P827560
LINE_N1147867_0,N1147867,D5837361-8_INT
LINE_N1147867_1,N1147867,M1069456
LINE_N1230121_0,N1230121,M1108315
LINE_N1230121_1,N1230121,M1108316
LINE_N1230122_0,N1230122,221-282819
LINE_N1230122_1,N1230122,L3233412
LINE_N1230123_0,N1230123,221-282818
LINE_N1230123_1,N1230123,L2708744
LINE_P1121282_0,P1121282,221-559681
LINE_P1121282_1,P1121282,M3763618
LINE_P1121283_0,P1121283,221-559682
LINE_P1121283_1,P1121283,M3763624
LINE_P1123251_0,P1123251,M3768670
LINE_P1123251_1,P1123251,N1140528
LINE_P1164481_0,P1164481,L3729297
LINE_P1164481_1,P1164481,M1047490
LINE_P1197121_0,P1197121,L2805031
LINE_P1197121_1,P1197121,M1125917
LINE_P827495_0,P827495,M1026463
LINE_P827495_1,P827495,M1026466
LINE_P827496_0,P827496,M1108262
LINE_P827496_1,P827496,N1142112
LINE_P827498_0,P827498,M1089197
LINE_P827498_1,P827498,N1136032
LINE_P827499_0,P827499,M1069420
LINE_P827499_1,P827499,N1139254
LINE_P827500_0,P827500,L2822861
LINE_P827500_1,P827500,N1139255
LINE_P827501_0,P827501,M1089174
LINE_P827501_1,P827501,N1140516
LINE_P827502_0,P827502,M1047486
LINE_P827502_1,P827502,N1137993
LINE_P827503_0,P827503,M1069483
LINE_P827503_1,P827503,N1137994
LINE_P827504_0,P827504,M1047480
LINE_P827504_1,P827504,N1137957
LINE_P827505_0,P827505,M1047483
LINE_P827505_1,P827505,N1137958
LINE_P827506_0,P827506,M1069468
LINE_P827506_1,P827506,M1069469
LINE_P827507_0,P827507,M1069481
LINE_P827507_1,P827507,N1137956
LINE_P827508_0,P827508,M1069169
LINE_P827508_1,P827508,N1139540
LINE_P827509_0,P827509,M1047763
LINE_P827509_1,P827509,N1136029
LINE_P827511_0,P827511,M1026830
LINE_P827511_1,P827511,N1140527
LINE_P827512_0,P827512,M1047592
LINE_P827512_1,P827512,N1136994
LINE_P827514_0,P827514,L3160102
LINE_P827514_1,P827514,M1026876
LINE_P827515_0,P827515,L2991909
LINE_P827515_1,P827515,M1026905
LINE_P827520_0,P827520,M1089112
LINE_P827520_1,P827520,N1139545
LINE_P827521_0,P827521,M1089119
LINE_P827521_1,P827521,N1139546
LINE_P827522_0,P827522,M1089144
LINE_P827522_1,P827522,N1142111
LINE_P827523_0,P827523,L2879076
LINE_P827523_1,P827523,N1139542
LINE_P827525_0,P827525,M1026896
LINE_P827525_1,P827525,M1026902
LINE_P827527_0,P827527,M1047568
LINE_P827527_1,P827527,N1136658
LINE_P827528_0,P827528,221-240988
LINE_P827528_1,P827528,M1009655
LINE_P827529_0,P827529,M1047552
LINE_P827529_1,P827529,N1136668
LINE_P827530_0,P827530,221-240991
LINE_P827530_1,P827530,M1026661
LINE_P827531_0,P827531,M1026341
LINE_P827531_1,P827531,M1026343
LINE_P827532_0,P827532,M1047325
LINE_P827532_1,P827532,M1047326
LINE_P827533_0,P827533,M1069135
LINE_P827533_1,P827533,N1139538
LINE_P827534_0,P827534,M1069130
LINE_P827534_1,P827534,M1069131
LINE_P827536_0,P827536,M1026851
LINE_P827536_1,P827536,N1137999
LINE_P827537_0,P827537,L3122827
LINE_P827537_1,P827537,M1026679
LINE_P827542_0,P827542,M1026485
LINE_P827542_1,P827542,M1026486
LINE_P827548_0,P827548,M1069514
LINE_P827548_1,P827548,N1136368
LINE_P827549_0,P827549,M1069500
LINE_P827549_1,P827549,N1140518
LINE_P827553_0,P827553,L2710513
LINE_P827553_1,P827553,M1047826
LINE_P827554_0,P827554,M1047768
LINE_P827554_1,P827554,M1047769
LINE_P827555_0,P827555,M1047793
LINE_P827555_1,P827555,M1047794
LINE_P827560_0,P827560,M1026701
LINE_P827560_1,P827560,N1147866
LINE_P827561_0,P827561,M1026705
LINE_P827561_1,P827561,M1026709
LINE_P827563_0,P827563,M1069376
LINE_P827563_1,P827563,N1138595
LINE_P827564_0,P827564,M1069335
LINE_P827564_1,P827564,M1069348
LINE_P827573_0,P827573,L2710542
LINE_P827573_1,P827573,N1147859
LINE_P827574_0,P827574,L3160123
LINE_P827574_1,P827574,M1069461
LINE_P827575_0,P827575,M1069437
LINE_P827575_1,P827575,M1069438
LINE_P827576_0,P827576,M1069428
LINE_P827576_1,P827576,N1139256
LINE_P827580_0,P827580,D5686080-1_INT
LINE_P827580_1,P827580,N1145954
LINE_P828359_0,P828359,L2878848
LINE_P828359_1,P828359,M1047613
LINE_P828360_0,P828360,L2729206
LINE_P828360_1,P828360,M1047612
LINE_P828362_0,P828362,M1047580
LINE_P828362_1,P828362,N1136671
LINE_P829796_0,P829796,M1108529
LINE_P829796_1,P829796,N1142107
LINE_P829797_0,P829797,M1108483
LINE_P829797_1,P829797,M1108484
LINE_P829798_0,P829798,M1108489
LINE_P829798_1,P829798,M1108490
LINE_P829956_0,P829956,L3160861
LINE_P829956_1,P829956,M1142871
LINE_P829957_0,P829957,L3160863
LINE_P829957_1,P829957,M1209800
LINE_P829960_0,P829960,M1142819
LINE_P829960_1,P829960,N1141478
LINE_P829961_0,P829961,M1125919
LINE_P829961_1,P829961,N1141476
LINE_P829962_0,P829962,M1142832
LINE_P829962_1,P829962,M1142835
LINE_P829963_0,P829963,M1125914
LINE_P829963_1,P829963,M1125916
LINE_P829965_0,P829965,L2936271
LINE_P829965_1,P829965,M1142818
LINE_P829974_0,P829974,L2805034
LINE_P829974_1,P829974,M1149236
LINE_P829975_0,P829975,L3160871
LINE_P829975_1,P829975,M1149235
LINE_P829976_0,P829976,L2955078
LINE_P829976_1,P829976,M1142843
LINE_P829977_0,P829977,M1186061
LINE_P829977_1,P829977,M1186065
LINE_P829978_0,P829978,L2992656
LINE_P829978_1,P829978,M1166369
LINE_P829979_0,P829979,M1186063
LINE_P829979_1,P829979,M3036172
LINE_P829986_0,P829986,M1125902
LINE_P829986_1,P829986,M1125904
LINE_P830058_0,P830058,M1166366
LINE_P830058_1,P830058,M1166370
LINE_P841985_0,P841985,221-306687
LINE_P841985_1,P841985,M1047371
LINE_P850072_0,P850072,221-311609
LINE_P850072_1,P850072,M1108398
LINE_P850080_0,P850080,221-311905
LINE_P850080_1,P850080,M1108387
LINE_P850083_0,P850083,221-312488
LINE_P850083_1,P850083,M1089185
LINE_P850400_0,P850400,221-311595
LINE_P850400_1,P850400,M4113348
LINE_P850401_0,P850401,221-311583
LINE_P850401_1,P850401,M1069284
LINE_P859135_0,P859135,M1047699
LINE_P859135_1,P859135,M1047702
LINE_P859694_0,P859694,L2746587
LINE_P859694_1,P859694,M1026824
LINE_P860843_0,P860843,L3179682
LINE_P860843_1,P860843,M1108315
LINE_P860847_0,P860847,M1026880
LINE_P860847_1,P860847,M1026896
LINE_P860892_0,P860892,M1089122
LINE_P860892_1,P860892,N1139543
LINE_P862322_0,P862322,221-308718
LINE_P862322_1,P862322,M1108381
LINE_P873787_0,P873787,M1069463
LINE_P873787_1,P873787,M1069464
LINE_P873800_0,P873800,221-306686
LINE_P873800_1,P873800,M1069312
LINE_P873801_0,P873801,M1069312
LINE_P873801_1,P873801,N1138608
LINE_P875742_0,P875742,M1026907
LINE_P893163_0,P893163,M1047312
LINE_P893163_1,P893163,M1047314
LINE_P893610_0,P893610,M1108298
LINE_P893610_1,P893610,M1108302
LINE_P895075_0,P895075,M1108524
LINE_P895075_1,P895075,M1108526
LINE_P895080_0,P895080,L2917333
LINE_P895080_1,P895080,M1166375
LINE_P895082_0,P895082,M1108532
LINE_P895082_1,P895082,N1142106
LINE_P895087_0,P895087,M1089203
LINE_P895087_1,P895087,M1089205
LINE_P895089_0,P895089,L3235242
LINE_P895089_1,P895089,M1089213
LINE_P895102_0,P895102,M1125969
LINE_P895102_1,P895102,M1125978
LINE_P895104_0,P895104,M1047339
LINE_P895104_1,P895104,N1139537
LINE_P895105_0,P895105,M1089141
LINE_P895105_1,P895105,N1142110
LINE_P895106_0,P895106,L3048887
LINE_P895106_1,P895106,M1125976
LINE_P895107_0,P895107,L3030126
LINE_P895107_1,P895107,M1125968
LINE_P895111_0,P895111,L2895496
LINE_P895111_1,P895111,M1142874
LINE_P895112_0,P895112,L3048962
LINE_P895112_1,P895112,M1142865
LINE_P895113_0,P895113,L2711225
LINE_P895113_1,P895113,N1141480
LINE_P895114_0,P895114,M1142860
LINE_P895114_1,P895114,N1141479
LINE_P895117_0,P895117,M1069532
LINE_P895117_1,P895117,M1069533
LINE_P895409_0,P895409,M1026886
LINE_P895409_1,P895409,N1137998
LINE_P901894_0,P901894,M1026854
LINE_P901894_1,P901894,M1026857
LINE_P901905_0,P901905,L2804257
LINE_P901905_1,P901905,M1027013
LINE_P901909_0,P901909,M1026468
LINE_P901909_1,P901909,M1026472
LINE_P901910_0,P901910,M1069417
LINE_P901910_1,P901910,N1139252
LINE_P901912_0,P901912,L3195365
LINE_P901912_1,P901912,M1047497
LINE_P901913_0,P901913,L3157708
LINE_P901913_1,P901913,M1047513
LINE_P901927_0,P901927,M1069519
LINE_P901927_1,P901927,N1136353
LINE_P901931_0,P901931,M1069548
LINE_P901931_1,P901931,M1069549
LINE_P901932_0,P901932,M1069556
LINE_P901932_1,P901932,N1136359
LINE_P901933_0,P901933,M1069563
LINE_P901933_1,P901933,M1069564
LINE_P901934_0,P901934,M1108534
LINE_P901934_1,P901934,N1140517
LINE_P901936_0,P901936,M1125952
LINE_P901936_1,P901936,M1125955
LINE_P901941_0,P901941,L3251799
LINE_P901941_1,P901941,M1125944
LINE_P901945_0,P901945,M1125987
LINE_P901945_1,P901945,M1125988
LINE_P901946_0,P901946,M1108505
LINE_P901946_1,P901946,N1142105
LINE_P901951_0,P901951,L2861157
LINE_P901951_1,P901951,M1186078
LINE_P901972_0,P901972,M1009726
LINE_P901972_1,P901972,M1009742
LINE_P903354_0,P903354,L2936270
LINE_P903354_1,P903354,M1209791
LINE_P903360_0,P903360,M1047430
LINE_P903360_1,P903360,M1047432
LINE_P903490_0,P903490,M1125961
LINE_P903490_1,P903490,M1125962
LINE_P904451_0,P904451,221-282819
LINE_P904451_1,P904451,M1108378
LINE_P904452_0,P904452,221-282818
LINE_P904452_1,P904452,M1108380
LINE_Q1301_0,Q1301,D5861005-2_INT
LINE_Q1301_1,Q1301,L3160872
LINE_Q14404_0,Q14404,D6138608-3_INT
LINE_Q14404_1,Q14404,regxfmr_190-7361
LINE_Q14411_0,Q14411,362-14411
LINE_Q14411_1,Q14411,D5956499-2_INT
LINE_Q14411_2,Q14411,M1069428
LINE_Q14412_0,Q14412,362-14412
LINE_Q14412_1,Q14412,D5926308-3_INT
LINE_Q14412_2,Q14412,M1047325
LINE_Q14413_0,Q14413,362-14413
LINE_Q14413_1,Q14413,D5502543-2_INT
LINE_Q14413_2,Q14413,M1026886
LINE_Q14414_0,Q14414,362-14414
LINE_Q14414_1,Q14414,D5835167-6_INT
LINE_Q14414_2,Q14414,L2691952
LINE_Q14733_0,Q14733,D5860423-3_INT
LINE_Q14733_1,Q14733,M1047568
LINE_Q14734_0,Q14734,D5587291-3_INT
LINE_Q14734_1,Q14734,M1108529
LINE_Q16483_0,Q16483,D5563942-4_INT
LINE_Q16483_1,Q16483,Q16483_CAP
LINE_Q16483_CAP_0,Q16483_CAP,Q16483
LINE_Q16483_CAP_1,Q16483_CAP,R42247
LINE_Q16642_0,Q16642,D6290228-6_INT
LINE_Q16642_1,Q16642,Q16642_CAP
LINE_Q16642_CAP_0,Q16642_CAP,Q16642
LINE_Q16642_CAP_1,Q16642_CAP,R42246
LINE_R18241_0,R18241,L2876797
LINE_R18241_1,R18241,M1047763
LINE_R18242_0,R18242,L3254218
LINE_R18242_1,R18242,M1069135
LINE_R18243_0,R18243,M1026724
LINE_R18243_1,R18243,N1139552
LINE_R18245_0,R18245,E182746
LINE_R18245_1,R18245,N1136363
LINE_R20185_0,R20185,D5513564-1_INT
LINE_R20185_1,R20185,L2823592_CAP
LINE_R20703_0,R20703,E183473
LINE_R20703_1,R20703,L2859403
LINE_R42246_0,R42246,362-16642
LINE_R42246_1,R42246,L2691967
LINE_R42246_2,R42246,Q16642_CAP
LINE_R42247_0,R42247,362-16483
LINE_R42247_1,R42247,M1149233
LINE_R42247_2,R42247,Q16483_CAP
LINE__CANE_CREEK_DS_LSB_0,_CANE_CREEK_DS_LSB,E192860
LINE__HVMV_Sub_LSB_0,_HVMV_Sub_LSB,HVMV_Sub_48332
LINE_regxfmr_190-7361_0,regxfmr_190-7361,Q14404
LINE_regxfmr_190-8581_0,regxfmr_190-8581,L2692633
LINE_regxfmr_190-8593_0,regxfmr_190-8593,L2841632
